BC Geographic Name,Type,View on Map,GeoName ID
Lorin Meadow 9,Indian Reserve,#REF!,64641
Louis Squinas Ranch 14,Indian Reserve,#REF!,65130
Lower Fishpot Lake 24A,Indian Reserve,#REF!,64539
Lust Subdivision,Community,#REF!,38844
Macalister,Locality,#REF!,12202
Mahood Falls,Locality,#REF!,38602
Marguerite,Community,#REF!,21173
McKay Meadow 4,Indian Reserve,#REF!,64669
McLeese Lake,Community,#REF!,20576
Meldrum Creek,Locality,#REF!,21648
Michel Gardens 36,Indian Reserve,#REF!,60420
Michelle Creek 22,Indian Reserve,#REF!,64561
Michelle Creek 23,Indian Reserve,#REF!,64559
Miocene,Locality,#REF!,24273
Moose Heights,Community,#REF!,7152
Narcosli Creek,Locality,#REF!,38536
Nazco 20,Indian Reserve,#REF!,64554
Nazco 21,Indian Reserve,#REF!,64560
Nazco Cemetery 20A,Indian Reserve,#REF!,65810
Nazko,Community,#REF!,9137
Necausley Creek 6,Indian Reserve,#REF!,64642
Nemaiah Valley,Locality,#REF!,30050
Nimpo Lake,Community,#REF!,14346
Old Clemens 16,Indian Reserve,#REF!,64476
Pete Suckers 13,Indian Reserve,#REF!,64474
Pine Valley,Community,#REF!,38728
Pinegrove,Locality,#REF!,38651
Puntzi Lake 2,Indian Reserve,#REF!,64650
Quesnel,City,#REF!,22304
Quesnel 1,Indian Reserve,#REF!,65036
Quesnel Forks,Locality,#REF!,22303
Quesnel View,Community,#REF!,22308
Red Bluff,Community,#REF!,23396
Redstone,Locality,#REF!,15746
Redstone Cemetery 1B,Indian Reserve,#REF!,64649
Redstone Flat 1,Indian Reserve,#REF!,64651
Redstone Flat 1A,Indian Reserve,#REF!,64644
Redwater Creek 30,Indian Reserve,#REF!,64530
Rich Bar,Community,#REF!,19817
Rich Bar 4,Indian Reserve,#REF!,65031
Riske Creek,Community,#REF!,30728
Roe Lake,Locality,#REF!,30758
Roper's Meadow 14,Indian Reserve,#REF!,64475
Saddle Horse 2,Indian Reserve,#REF!,65028
Salmon River Meadow 7,Indian Reserve,#REF!,65839
Sampson's Meadow 11,Indian Reserve,#REF!,64479
Sampson's Meadow 11A,Indian Reserve,#REF!,64480
San Jose 6,Indian Reserve,#REF!,65126
Sandy Harry 4,Indian Reserve,#REF!,64470
Seymour Meadows 19,Indian Reserve,#REF!,64448
Sheridan Lake,Locality,#REF!,54041
Sinnce-tah-lah 2,Indian Reserve,#REF!,65033
Soda Creek,Community,#REF!,19737
Soda Creek 1,Indian Reserve,#REF!,65032
South Lakeside,Community,#REF!,41163
Springhouse,Community,#REF!,31604
Squinas 2,Indian Reserve,#REF!,65117
St. Joseph Mission,Community,#REF!,13580
Stanley,Locality,#REF!,6787
Stone 1,Indian Reserve,#REF!,65030
Stone 1A,Indian Reserve,#REF!,65027
Stone 4,Indian Reserve,#REF!,65026
Strathnaver,Community,#REF!,8689
Sugarcane,Community,#REF!,8792
Sundayman's Meadow 3,Indian Reserve,#REF!,64528
Swan Lake 3,Indian Reserve,#REF!,64460
Tanakut 4,Indian Reserve,#REF!,65037
Tatelkus Lake 28,Indian Reserve,#REF!,64537
Tatla Lake,Locality,#REF!,30908
Tatlayoko Lake,Locality,#REF!,30910
Tatton,Locality,#REF!,30912
Ten Mile Lake,Community,#REF!,15021
Thomas Squinas Ranch 2A,Indian Reserve,#REF!,65120
Tilgatko 17,Indian Reserve,#REF!,65134
Tillion 4,Indian Reserve,#REF!,65124
Tl'esqox,Community,#REF!,70045
Tl'etinqox,Community,#REF!,70044
Toby Helenes Meadow 10,Indian Reserve,#REF!,64687
Toby Helenes Meadow 11,Indian Reserve,#REF!,64689
Toby Helenes Meadow 9,Indian Reserve,#REF!,64688
Toby's Meadow 4,Indian Reserve,#REF!,64648
Toosey 1,Indian Reserve,#REF!,65114
Toosey 1A,Indian Reserve,#REF!,65113
Toosey 3,Indian Reserve,#REF!,65115
Towdystan,Locality,#REF!,21012
Towdystan Lake 3,Indian Reserve,#REF!,65119
Trout Lake Alec 16,Indian Reserve,#REF!,64532
Trout Lake Jonny 15,Indian Reserve,#REF!,64545
Tsachla Lake 8,Indian Reserve,#REF!,64517
Tŝideldel,Community,#REF!,73403
Tsunnia Lake 5,Indian Reserve,#REF!,65038
Tzetzi Lake 11,Indian Reserve,#REF!,64538
Ulkatcho,Locality,#REF!,24432
Ulkatcho 1,Indian Reserve,#REF!,65118
Ulkatcho 13,Indian Reserve,#REF!,65129
Ulkatcho 14A,Indian Reserve,#REF!,65131
Upper Kluskus Lake 9,Indian Reserve,#REF!,64518
Webster Creek 5,Indian Reserve,#REF!,64668
Wells,Community,#REF!,20113
Wells,District Municipality,#REF!,54458
Williams Lake,City,#REF!,25533
Williams Lake 1,Indian Reserve,#REF!,65136
Willow Meadow 9,Indian Reserve,#REF!,65110
Windy Mouth 7,Indian Reserve,#REF!,64466
Wingdam,Locality,#REF!,23141
Wright,Locality,#REF!,31564
Wycott's Flat 6,Indian Reserve,#REF!,64473
Xeni,Community,#REF!,70241
Yaladelassla 4,Indian Reserve,#REF!,64529
Yuneŝit'in,Community,#REF!,70042
ʔEsdilagh,Community,#REF!,70047
4 1/2 Mile 2,Indian Reserve,#REF!,64630
Abbotsford,City,#REF!,752
Abbotsford,Community,#REF!,22601
Aberdeen,Community,#REF!,135
Aberdeen,Community,#REF!,136
Adams Lake,Community,#REF!,174
Agassiz,Community,#REF!,363
Aitchelitch 9,Indian Reserve,#REF!,64902
Albert Flat 5,Indian Reserve,#REF!,64628
Albreda,Locality,#REF!,708
Alvin,Locality,#REF!,1452
Antko 21,Indian Reserve,#REF!,60003
Arnold,Community,#REF!,9229
Aspen Grove,Locality,#REF!,27631
Atchelitz,Community,#REF!,9816
Austin's Flat 3,Indian Reserve,#REF!,65635
Avola,Community,#REF!,10358
Aylechootlook 5,Indian Reserve,#REF!,64142
Aywawwis 15,Indian Reserve,#REF!,64634
Barnhartvale,Community,#REF!,38112
Barriere,District Municipality,#REF!,59020
Barriere River 3A,Indian Reserve,#REF!,65673
Barrowtown,Community,#REF!,11700
Batchelor Hills,Community,#REF!,12459
Bear Creek,Locality,#REF!,12566
Beresford,Locality,#REF!,4216
Bestwick,Community,#REF!,4271
Birch Island,Community,#REF!,5087
Black Pines,Community,#REF!,5689
Blackloam,Locality,#REF!,35873
Blackpool,Community,#REF!,28647
Blucher Hall,Community,#REF!,28040
Blue River,Community,#REF!,6719
Boothroyd,Community,#REF!,53202
Boothroyd 13,Indian Reserve,#REF!,65631
Boothroyd 5A,Indian Reserve,#REF!,65586
Boothroyd 5B,Indian Reserve,#REF!,65585
Boothroyd 5C,Indian Reserve,#REF!,65584
Boothroyd 6A,Indian Reserve,#REF!,65638
Boothroyd 6B,Indian Reserve,#REF!,65639
Boothroyd 8A,Indian Reserve,#REF!,65642
Boston Bar,Community,#REF!,38322
Boston Bar 10,Indian Reserve,#REF!,65625
Boston Bar 11,Indian Reserve,#REF!,65628
Boston Bar 1A,Indian Reserve,#REF!,65633
Boston Bar 8,Indian Reserve,#REF!,65623
Boston Bar 9,Indian Reserve,#REF!,65626
Boulder Creek 5,Indian Reserve,#REF!,65671
Bradner,Community,#REF!,580
Bridal Falls,Community,#REF!,34731
Brigade Lake,Community,#REF!,791
Brocklehurst,Community,#REF!,9883
Brookmere,Locality,#REF!,1131
Bucktum 4,Indian Reserve,#REF!,65636
Cahilty,Locality,#REF!,9355
Campbell Creek,Locality,#REF!,10479
Canford,Locality,#REF!,17
Canyon Alpine,Community,#REF!,39480
Cedarside,Community,#REF!,3500
Challetkohum 5,Indian Reserve,#REF!,64418
Challetkohum 9,Indian Reserve,#REF!,64551
Chapmans,Locality,#REF!,34881
Chapman's Bar 10,Indian Reserve,#REF!,65091
Chapperon Creek 6,Indian Reserve,#REF!,65188
Chapperon Lake 5,Indian Reserve,#REF!,65185
Chase,Village,#REF!,38320
Chaumox,Locality,#REF!,4969
Chaumox 11,Indian Reserve,#REF!,65629
Chawathil 4,Indian Reserve,#REF!,65831
Cheam 1,Indian Reserve,#REF!,65009
Cheam View,Locality,#REF!,34741
Chehalis 5,Indian Reserve,#REF!,64949
Chehalis 6,Indian Reserve,#REF!,64950
Cherry Creek,Community,#REF!,54746
Chilliwack,City,#REF!,38675
Chilliwack,Community,#REF!,38676
Chinook Cove,Locality,#REF!,36173
Choate,Locality,#REF!,38870
Chu Chua,Locality,#REF!,29441
Chukcheetso 7,Indian Reserve,#REF!,65640
Clayburn,Community,#REF!,34972
Clearbrook,Community,#REF!,24812
Clearwater,District Municipality,#REF!,29457
Coldwater 1,Indian Reserve,#REF!,65613
Collettville,Community,#REF!,10855
Coutlee,Locality,#REF!,34891
Coyle,Community,#REF!,4752
Cultus Lake,Community,#REF!,6502
Dallas,Community,#REF!,20320
Darfield,Community,#REF!,29746
Deroche,Community,#REF!,14508
Dewdney,Community,#REF!,17283
Dogwood Valley,Community,#REF!,18220
Douglas 8,Indian Reserve,#REF!,64951
Douglas Lake,Community,#REF!,14791
Douglas Lake 3,Indian Reserve,#REF!,65187
Duck Range,Community,#REF!,15565
Dufferin,Community,#REF!,27647
Durieu,Community,#REF!,16417
Exlou,Locality,#REF!,40574
Fairfield,Community,#REF!,11394
Floods,Community,#REF!,28491
Franks 10,Indian Reserve,#REF!,64588
Gifford,Locality,#REF!,6112
Glazier Creek 12,Indian Reserve,#REF!,64582
Grass 15,Indian Reserve,#REF!,64661
Greendale,Community,#REF!,2682
Greenwood Island 3,Indian Reserve,#REF!,65050
Gwen Lake 3,Indian Reserve,#REF!,65615
Haig,Community,#REF!,38459
Hamilton Creek 2,Indian Reserve,#REF!,65094
Hamilton Creek 7,Indian Reserve,#REF!,65562
Harrison Hot Springs,Village,#REF!,7698
Harrison Mills,Community,#REF!,7701
Hatzic,Community,#REF!,8595
Heffley Creek,Community,#REF!,13301
Hells Gate,Locality,#REF!,13823
Holachten 8,Indian Reserve,#REF!,65017
Holmwood,Locality,#REF!,17459
Hope,District Municipality,#REF!,17540
Hope 1,Indian Reserve,#REF!,65056
Huntingdon,Community,#REF!,15669
Inkahtsaph 6,Indian Reserve,#REF!,65637
Joeyaska 2,Indian Reserve,#REF!,65566
Juniper Ridge,Community,#REF!,38209
Kahmoose 4,Indian Reserve,#REF!,65580
Kamloops,City,#REF!,3006
Kamloops 1,Indian Reserve,#REF!,65527
Kamloops 2,Indian Reserve,#REF!,65526
Kamloops 3,Indian Reserve,#REF!,65525
Kamloops 4,Indian Reserve,#REF!,65524
Kamloops 5,Indian Reserve,#REF!,65523
Kawkawa Lake 16,Indian Reserve,#REF!,64632
Kaykaip 7,Indian Reserve,#REF!,64626
Kent,District Municipality,#REF!,3769
Kilgard,Community,#REF!,3841
Klaklacum 12,Indian Reserve,#REF!,64637
Knutsford,Community,#REF!,5523
Kopchitchin 2,Indian Reserve,#REF!,65634
Kuthlalth 3,Indian Reserve,#REF!,64425
Kwawkwawapilt 6,Indian Reserve,#REF!,65022
Lac Le Jeune,Locality,#REF!,34744
Lackaway 2,Indian Reserve,#REF!,65020
Laidlaw,Community,#REF!,28752
Lakahahmen 11,Indian Reserve,#REF!,65014
Lake Errock,Community,#REF!,7363
Lakway Cemetery 3,Indian Reserve,#REF!,65019
Langley 2,Indian Reserve,#REF!,64558
Langley 3,Indian Reserve,#REF!,64404
Langley 4,Indian Reserve,#REF!,64402
Lelachen 6,Indian Reserve,#REF!,64953
Lindell,Locality,#REF!,1890
Lindell Beach,Community,#REF!,1893
Little Fort,Community,#REF!,28859
Logan Lake,District Municipality,#REF!,10121
Logan's 6,Indian Reserve,#REF!,65563
Long Tunnel 5,Indian Reserve,#REF!,65097
Long Tunnel 5A,Indian Reserve,#REF!,65104
Louis Creek,Community,#REF!,29626
Louis Creek 4,Indian Reserve,#REF!,65672
Lower Nicola,Community,#REF!,11493
Lucerne,Locality,#REF!,11506
Lukseetsissum 9,Indian Reserve,#REF!,64624
Martin Prairie,Community,#REF!,6404
Matsqui,Urban Community,#REF!,25776
Matsqui Main 2,Indian Reserve,#REF!,64411
McLure,Community,#REF!,40706
Meadow Creek 3,Indian Reserve,#REF!,65578
Merritt,City,#REF!,30269
Minto Landing,Locality,#REF!,38228
Miracle Valley,Community,#REF!,24272
Mission,District Municipality,#REF!,38229
Mission,Community,#REF!,38230
Monte Creek,Community,#REF!,7095
Monte Lake,Community,#REF!,7101
Morteen 9,Indian Reserve,#REF!,64587
Mount Lehman,Community,#REF!,27429
Mount Robson,Locality,#REF!,38236
Nekalliston 2,Indian Reserve,#REF!,65674
Neskonlith 1,Indian Reserve,#REF!,66043
Neskonlith 2,Indian Reserve,#REF!,66044
Nicola,Community,#REF!,71
Nicola Lake 1,Indian Reserve,#REF!,65189
Nicola Mameet 1,Indian Reserve,#REF!,65565
Nooaitch 10,Indian Reserve,#REF!,65676
Nooaitch Grass 9,Indian Reserve,#REF!,65661
North Bend,Community,#REF!,34728
North Kamloops,Community,#REF!,35880
North Poplar,Community,#REF!,17120
North Thompson 1,Indian Reserve,#REF!,65675
Oak Hills,Community,#REF!,17884
Ohamil 1,Indian Reserve,#REF!,64420
Othello,Locality,#REF!,18800
Papekwatchin 4,Indian Reserve,#REF!,65018
Papsilqua 2,Indian Reserve,#REF!,65079
Papsilqua 2A,Indian Reserve,#REF!,65080
Papsilqua 2B,Indian Reserve,#REF!,65077
Paqulh,Indian Reserve,#REF!,59880
Paul's 6,Indian Reserve,#REF!,65621
Paul's Basin 2,Indian Reserve,#REF!,65616
Pekw'Xe:yles,Indian Reserve,#REF!,59960
Perrets 11,Indian Reserve,#REF!,64581
Peters 1,Indian Reserve,#REF!,64434
Peters 1A,Indian Reserve,#REF!,64431
Peters 2,Indian Reserve,#REF!,65781
Pinantan Lake,Community,#REF!,16803
Pipseul 3,Indian Reserve,#REF!,65567
Popkum,Community,#REF!,34730
Popkum 1,Indian Reserve,#REF!,64437
Popkum 2,Indian Reserve,#REF!,64432
Port Douglas,Locality,#REF!,22254
Powers Addition,Community,#REF!,16200
Pritchard,Community,#REF!,21248
Promontory,Community,#REF!,38252
Puckatholetchin 11,Indian Reserve,#REF!,64638
Q'aLaTKu7eM,Indian Reserve,#REF!,59881
Qualark 4,Indian Reserve,#REF!,64629
Quilchena,Locality,#REF!,22313
Rayleigh,Community,#REF!,23353
Red Pass,Locality,#REF!,15730
Ridgedale,Community,#REF!,19838
Rosedale,Community,#REF!,21807
Ruby Creek,Locality,#REF!,31079
Ruby Creek 2,Indian Reserve,#REF!,64567
Ryder Lake,Community,#REF!,22837
Sachteen 2,Indian Reserve,#REF!,64575
Sachteen 2A,Indian Reserve,#REF!,64570
Saddle Rock 9,Indian Reserve,#REF!,65092
Sahali,Community,#REF!,38257
Sahhacum 1,Indian Reserve,#REF!,64409
Sahhaltkum 4,Indian Reserve,#REF!,65596
Salmon Lake 7,Indian Reserve,#REF!,65183
Sam Adams 12,Indian Reserve,#REF!,65630
Samahquam 1,Indian Reserve,#REF!,64436
Sardis,Community,#REF!,14446
Scaucy 5,Indian Reserve,#REF!,65622
Schelowat 1,Indian Reserve,#REF!,64583
Schkam 2,Indian Reserve,#REF!,65055
Scowlitz 1,Indian Reserve,#REF!,64576
Seabird Island,Indian Reserve,#REF!,65771
Sho-ook 5,Indian Reserve,#REF!,65587
Shrypttahooks 7,Indian Reserve,#REF!,65624
Shulus,Locality,#REF!,19468
Shuswap,Community,#REF!,19473
Silver Creek,Community,#REF!,20438
Silver River,Locality,#REF!,20463
Silverhill,Community,#REF!,23787
Skawahlook 1,Indian Reserve,#REF!,64566
Skawahlum 10,Indian Reserve,#REF!,64639
Sklahhesten 5,Indian Reserve,#REF!,64592
Sklahhesten 5A,Indian Reserve,#REF!,64585
Sklahhesten 5B,Indian Reserve,#REF!,64586
Skookumchuck,Locality,#REF!,21510
Skookumchuck 4,Indian Reserve,#REF!,64590
Skookumchuck 4A,Indian Reserve,#REF!,64591
Skowkale 10,Indian Reserve,#REF!,65775
Skowkale 11,Indian Reserve,#REF!,65776
Skuet 6,Indian Reserve,#REF!,65103
Skumalasph 16,Indian Reserve,#REF!,64666
Skwah 4,Indian Reserve,#REF!,64578
Skwahla 2,Indian Reserve,#REF!,64584
Skwali 3,Indian Reserve,#REF!,64577
Skway 5,Indian Reserve,#REF!,64580
Skweahm 10,Indian Reserve,#REF!,65015
Slesse Park,Community,#REF!,22385
Soowahlie 14,Indian Reserve,#REF!,64602
South Poplar,Community,#REF!,20699
South Sumas,Community,#REF!,20715
Spahomin Creek 4,Indian Reserve,#REF!,65190
Spahomin Creek 8,Indian Reserve,#REF!,65186
Speous 8,Indian Reserve,#REF!,65557
Speyum 3,Indian Reserve,#REF!,65581
Spuzzum,Locality,#REF!,34723
Spuzzum 1,Indian Reserve,#REF!,65073
Spuzzum 1A,Indian Reserve,#REF!,65074
Spuzzum 7,Indian Reserve,#REF!,65102
Squaam 2,Indian Reserve,#REF!,65598
Squawkum Creek 3,Indian Reserve,#REF!,64573
Squeah,Locality,#REF!,19717
Squeah 6,Indian Reserve,#REF!,64627
Squiaala 7,Indian Reserve,#REF!,64611
Squiaala 8,Indian Reserve,#REF!,64612
Stave Falls,Community,#REF!,24472
Steelhead,Community,#REF!,24480
Stequmwhulpa 5,Indian Reserve,#REF!,65597
Stillwater,Locality,#REF!,37521
Stlakament 9,Indian Reserve,#REF!,65643
Stout 8,Indian Reserve,#REF!,65101
Straiton,Community,#REF!,34995
Stullawheets 8,Indian Reserve,#REF!,64625
Stump Lake,Community,#REF!,8751
Sumas Cemetery 12,Indian Reserve,#REF!,65013
Sunshine Valley,Community,#REF!,40888
Swahliseah 14,Indian Reserve,#REF!,64635
Sweeteen 3,Indian Reserve,#REF!,64589
Teequaloose 3,Indian Reserve,#REF!,65078
Teequaloose 3A,Indian Reserve,#REF!,65100
Tête Jaune Cache,Community,#REF!,32240
Three Islands 3,Indian Reserve,#REF!,64412
Tipella,Locality,#REF!,19969
Tipella 7,Indian Reserve,#REF!,64954
Toops 3,Indian Reserve,#REF!,65599
Trafalgar Flat 13,Indian Reserve,#REF!,64636
Tranquille,Community,#REF!,21982
Tsawawmuck 1,Indian Reserve,#REF!,65583
Tseatah 2,Indian Reserve,#REF!,65008
Tsintahktl 2,Indian Reserve,#REF!,65582
Tuckkwiowhum 1,Indian Reserve,#REF!,65632
Tunnel 6,Indian Reserve,#REF!,65049
Turtle Valley,Community,#REF!,24668
Tzeachten 13,Indian Reserve,#REF!,64609
Upper Sumas 6,Indian Reserve,#REF!,64610
Valemount,Village,#REF!,23523
Valleyview,Community,#REF!,38067
Vavenby,Community,#REF!,24367
Vedder Crossing,Community,#REF!,24371
Vinsulla,Community,#REF!,27639
Wahleach Island 2,Indian Reserve,#REF!,64419
West Heights,Community,#REF!,20183
Westsyde,Community,#REF!,27641
Westwold,Community,#REF!,21021
Whispering Pines 4,Indian Reserve,#REF!,65627
Williams 2,Indian Reserve,#REF!,64574
Williams Landing,Locality,#REF!,39101
Yaalstrick 1,Indian Reserve,#REF!,65021
Yakweakwioose 12,Indian Reserve,#REF!,64633
Yale,Community,#REF!,34879
Yale 18,Indian Reserve,#REF!,64658
Yale 19,Indian Reserve,#REF!,65786
Yale 20,Indian Reserve,#REF!,64656
Yale 21,Indian Reserve,#REF!,64659
Yale 22,Indian Reserve,#REF!,64662
Yale 23,Indian Reserve,#REF!,64657
Yale 24,Indian Reserve,#REF!,64660
Yale 25,Indian Reserve,#REF!,64663
Yale Town 1,Indian Reserve,#REF!,64631
Yarrow,Community,#REF!,24791
Yelakin 4,Indian Reserve,#REF!,65099
Yelakin 4A,Indian Reserve,#REF!,65098
Zaitscullachan 9,Indian Reserve,#REF!,65016
Zoht 14,Indian Reserve,#REF!,65556
Zoht 4,Indian Reserve,#REF!,65561
Zoht 5,Indian Reserve,#REF!,65560
Ainsworth Hot Springs,Community,#REF!,495
Alice Siding,Locality,#REF!,1011
Appledale,Community,#REF!,2131
Applegrove,Locality,#REF!,2134
Argenta,Community,#REF!,9185
Arrow Creek,Community,#REF!,9239
Arrow Park,Locality,#REF!,39883
Arrowhead,Locality,#REF!,39855
Athalmer,Community,#REF!,9817
Baker,Locality,#REF!,10991
Balfour,Community,#REF!,11038
Baynes Lake,Community,#REF!,12509
Beasley,Locality,#REF!,54116
Beaton,Locality,#REF!,2738
Beaver Falls,Community,#REF!,2792
Big Eddy,Community,#REF!,4324
Birchdale,Locality,#REF!,5085
Blaeberry,Community,#REF!,5727
Blewett,Community,#REF!,22269
Blueberry Creek,Community,#REF!,5802
Bonnington Falls,Community,#REF!,273
Boswell,Community,#REF!,335
Brandon,Community,#REF!,594
Brilliant,Community,#REF!,1094
Brisco,Community,#REF!,1096
Brouse,Community,#REF!,38865
Bull River,Locality,#REF!,2149
Bummers Flat 6,Indian Reserve,#REF!,65095
Burton,Community,#REF!,2243
Caithness,Community,#REF!,9372
Camborne,Locality,#REF!,18
Canal Flats,Village,#REF!,29163
Canyon,Community,#REF!,38323
Canyon Hot Springs,Locality,#REF!,38760
Carrolls Landing,Locality,#REF!,54523
Casino,Community,#REF!,11300
Cassimayooks 5,Indian Reserve,#REF!,65096
Castledale,Community,#REF!,39885
Castlegar,City,#REF!,29230
Chapman Camp,Community,#REF!,38868
Cody,Locality,#REF!,10272
Cokato,Locality,#REF!,10801
Columbia Gardens,Community,#REF!,10892
Columbia Lake 3,Indian Reserve,#REF!,65618
Cooper Creek,Community,#REF!,12320
Corbin,Locality,#REF!,13030
Corra Linn,Locality,#REF!,13086
Cranbrook,City,#REF!,4786
Crawford Bay,Community,#REF!,38317
Crescent Bay,Community,#REF!,21169
Crescent Valley,Community,#REF!,4860
Creston,Town,#REF!,4864
Creston 1,Indian Reserve,#REF!,65573
Crowsnest,Locality,#REF!,35185
Curzon,Locality,#REF!,6553
Deer Park,Locality,#REF!,13748
Donald,Community,#REF!,25220
Dry Gulch,Community,#REF!,15530
East Arrow Park,Locality,#REF!,1200
East Gate,Locality,#REF!,37900
East Trail,Community,#REF!,1244
Edelweiss,Locality,#REF!,1709
Edgewater,Community,#REF!,1722
Edgewood,Community,#REF!,1724
Elk Prairie,Locality,#REF!,9466
Elkford,District Municipality,#REF!,9449
Elko,Community,#REF!,9462
Erickson,Community,#REF!,10591
Erie,Locality,#REF!,10594
Fauquier,Community,#REF!,11872
Ferguson,Locality,#REF!,11927
Fernie,City,#REF!,11937
Field,Community,#REF!,11971
Five Mile,Locality,#REF!,12837
Flathead,Locality,#REF!,12860
Flathead,Locality,#REF!,12863
Forde,Locality,#REF!,12982
Fort Steele,Locality,#REF!,3600
Fosthall,Locality,#REF!,25856
Fruitvale,Village,#REF!,4479
Galena Bay,Locality,#REF!,5227
Galloway,Community,#REF!,5256
Genelle,Community,#REF!,6012
Gibson Creek,Community,#REF!,6096
Glade,Community,#REF!,1409
Glenbank,Community,#REF!,1435
Glenlily,Locality,#REF!,2006
Glenmerry,Community,#REF!,2009
Golden,Town,#REF!,28894
Granite,Community,#REF!,11656
Grasmere,Locality,#REF!,12406
Gray Creek,Community,#REF!,2636
Hall,Locality,#REF!,35079
Harrogate,Community,#REF!,7708
Harrop,Community,#REF!,7710
Hills,Community,#REF!,35899
Hosmer,Community,#REF!,18418
Howser,Locality,#REF!,25883
Huscroft,Community,#REF!,15683
Invermere,District Municipality,#REF!,1792
Isidore's Ranch 4,Indian Reserve,#REF!,65089
Jaffray,Community,#REF!,9576
Jersey,Locality,#REF!,10100
Johnsons Landing,Community,#REF!,11831
Kaslo,Village,#REF!,3045
Kimberley,City,#REF!,3865
Kingsgate,Locality,#REF!,4557
Kinnaird,Urban Community,#REF!,28395
Kitchener,Community,#REF!,38213
Kootenay 1,Indian Reserve,#REF!,65090
Kootenay Bay,Community,#REF!,6252
Kootenay Crossing,Locality,#REF!,6255
Kragmont,Locality,#REF!,54467
Krestova,Community,#REF!,6284
Kuskonook,Community,#REF!,35898
Lardeau,Community,#REF!,8879
Lebahdo,Community,#REF!,663
Lemon Creek,Community,#REF!,942
Lister,Community,#REF!,2419
Longbeach,Community,#REF!,10168
Lower China Creek,Community,#REF!,38377
Lower Kootenay 1A,Indian Reserve,#REF!,65574
Lower Kootenay 1B,Indian Reserve,#REF!,65575
Lower Kootenay 1C,Indian Reserve,#REF!,65568
Lower Kootenay 2,Indian Reserve,#REF!,65569
Lower Kootenay 3,Indian Reserve,#REF!,65570
Lower Kootenay 4,Indian Reserve,#REF!,65571
Lower Kootenay 5,Indian Reserve,#REF!,65564
Lumberton,Locality,#REF!,11521
Makinson,Locality,#REF!,21177
Marblehead,Locality,#REF!,5558
Marysville,Community,#REF!,6439
Mayook,Community,#REF!,7477
Meachen,Locality,#REF!,21587
Meadow Creek,Community,#REF!,21596
Meadows,Locality,#REF!,21605
Mica Creek,Community,#REF!,22582
Mirror Lake,Community,#REF!,24276
Montrose,Village,#REF!,7111
Morrissey,Locality,#REF!,7247
Mountain Station,Community,#REF!,38606
Moyie,Community,#REF!,8206
Nakusp,Village,#REF!,38677
Nelson,City,#REF!,13493
Nelway,Locality,#REF!,13510
New Denver,Village,#REF!,13574
New Settlement,Community,#REF!,39210
Newgate,Locality,#REF!,35860
Nicholson,Community,#REF!,14274
Oasis,Community,#REF!,38415
Old Town,Locality,#REF!,18651
Ootischenia,Community,#REF!,18720
Park Siding,Community,#REF!,27204
Parson,Locality,#REF!,16048
Pass Creek,Locality,#REF!,16075
Passmore,Community,#REF!,35912
Paterson,Community,#REF!,37822
Perrys,Community,#REF!,40783
Playmor Junction,Community,#REF!,39217
Poplar Creek,Locality,#REF!,17734
Porto Rico,Locality,#REF!,16167
Premier Lake,Locality,#REF!,19247
Procter,Community,#REF!,21255
Queens Bay,Community,#REF!,22291
Radium Hot Springs,Village,#REF!,23207
Raspberry,Community,#REF!,23312
Remac,Locality,#REF!,27436
Renata,Locality,#REF!,18971
Retallack,Locality,#REF!,19001
Revelstoke,City,#REF!,19010
Riondel,Community,#REF!,19862
Rivervale,Community,#REF!,19895
Robson,Community,#REF!,22271
Robson West,Locality,#REF!,20802
Rockyview,Community,#REF!,20860
Rogers Pass,Locality,#REF!,40822
Roosville,Locality,#REF!,20905
Rosebery,Locality,#REF!,21798
Ross Spur,Community,#REF!,21839
Rossland,City,#REF!,21861
Round Prairie,Locality,#REF!,21891
Saint Mary's 1A,Indian Reserve,#REF!,65172
Salmo,Village,#REF!,13633
Sanca,Locality,#REF!,27431
Sandon,Locality,#REF!,13711
Shoreacres,Community,#REF!,16323
Shoreholme,Locality,#REF!,16326
Shuswap,Locality,#REF!,19474
Shuswap,Indian Reserve,#REF!,65773
Shutty Bench,Community,#REF!,19489
Silica,Locality,#REF!,20428
Silverton,Village,#REF!,20485
Sirdar,Community,#REF!,20544
Skookumchuck,Locality,#REF!,21507
Slocan,Village,#REF!,22406
Slocan Park,Community,#REF!,22409
South Slocan,Community,#REF!,20714
Sparwood,District Municipality,#REF!,21659
Spillimacheen,Community,#REF!,16493
St. Eugene Mission,Community,#REF!,13191
Summit Lake,Locality,#REF!,13355
Sunningdale,Community,#REF!,13964
Sunshine Bay,Community,#REF!,13994
Ta Ta Creek,Community,#REF!,17667
Tadanac,Community,#REF!,16741
Taghum,Community,#REF!,16758
Tarrys,Community,#REF!,34997
Three Forks,Locality,#REF!,40909
Thrums,Community,#REF!,19040
Tobacco Plains 2,Indian Reserve,#REF!,65093
Toby Creek,Locality,#REF!,38027
Trail,City,#REF!,21966
Trout Lake,Community,#REF!,39887
Upper China Creek,Community,#REF!,38397
Vallican,Community,#REF!,38432
Vermilion Crossing,Locality,#REF!,24410
Waneta Junction,Community,#REF!,15951
Wardner,Community,#REF!,19127
Warfield,Village,#REF!,19132
Wasa,Community,#REF!,34999
West Trail,Community,#REF!,20234
Willow Point,Community,#REF!,23051
